user_id,item_id,timestamp
96,271,9.1585486e-07
96,144,2.3704479e-06
96,340,3.825041e-06
96,301,7.1652175e-06
96,647,9.266297e-06
96,824,9.266297e-06
96,56,1.0505394e-05
96,808,1.2229356e-05
96,132,1.497692e-05
96,107,1.9987185e-05
96,128,2.2088265e-05
96,854,2.9846095e-05
96,292,3.64187e-05
96,326,4.1752206e-05
96,227,4.1752206e-05
96,105,0.0045440947
96,48,0.0045440947
96,29,0.0045459266
96,279,0.004551368
96,300,0.004556755
96,83,0.08836884
96,346,0.08836884
96,453,0.1723529
96,454,0.17235947
96,523,0.17241362
96,334,0.17241447
96,826,0.17246602
96,64,0.3584733
96,380,0.3584989
96,89,0.3726446
96,638,0.46580455
96,194,0.4658087
96,166,0.46585384
96,400,0.46585503
96,153,0.46585613
96,344,0.46587065
96,172,0.46587065
96,23,0.46587065
96,109,0.74915385
96,419,0.7491668
96,291,0.7491668
96,228,0.7540088
96,268,0.75401163
822,452,0.00019545421
822,383,0.00019545421
822,415,0.00019717816
822,735,0.00019857888
822,687,0.00019857888
822,631,0.00020041059
822,419,0.00020208069
822,380,0.00020768357
822,391,0.00020946139
822,78,0.0023003041
822,284,0.0023003041
822,10,0.0023003041
822,343,0.0023062842
822,128,0.0023079542
822,367,0.0023079542
822,118,0.0023079542
822,166,0.0034529883
822,315,0.003463817
822,810,0.003468073
822,844,0.00346942
822,249,0.0045868168
822,922,0.054145392
822,252,0.05414911
822,580,0.05415272
822,179,0.054160424
822,280,0.054171953
822,38,0.054171953
822,859,0.05417384
822,888,0.05417384
822,491,0.054175615
822,157,0.054175615
822,189,0.054179225
822,739,0.054179225
822,149,0.054179225
822,462,0.054179225
822,286,0.054179225
822,144,0.054179225
822,463,0.054179225
822,69,0.054179225
822,251,0.054179225
822,679,0.054181326
822,901,0.054181326
822,329,0.054181326
822,730,0.05418332
822,287,0.05418747
822,476,0.05418752
822,713,0.05418752
822,845,0.05418752
822,908,0.054191187
822,388,0.054192696
822,586,0.054192696
822,517,0.054192696
822,913,0.054192696
822,187,0.054195765
822,262,0.054195765
822,628,0.054197542
822,764,0.054197542
822,786,0.05419959
822,774,0.05419959
822,508,0.05420331
822,414,0.054207027
822,429,0.05420983
822,516,0.05421155
822,217,0.054213814
822,590,0.054213814
822,91,0.054213867
822,806,0.054213867
822,468,0.054218337
822,471,0.054218337
822,475,0.054218337
822,702,0.054218337
822,677,0.054218337
822,834,0.054218337
822,483,0.054218337
822,682,0.054218337
822,313,0.054222863
822,27,0.054222863
822,236,0.05422475
822,568,0.054224804
822,637,0.054224804
822,24,0.054227874
822,309,0.05423046
822,385,0.05423046
822,413,0.05423046
822,455,0.05423046
822,93,0.054232616
822,279,0.054232616
822,335,0.054234553
822,73,0.054234553
822,218,0.05423644
822,645,0.05423644
822,162,0.054239027
822,206,0.054239027
822,43,0.054239027
822,423,0.05423908
822,404,0.05424118
822,153,0.05424323
822,290,0.05424323
822,234,0.05424323
822,569,0.05424323
822,654,0.054245275
822,523,0.054245275
822,349,0.054248992
822,215,0.054248992
822,226,0.054248992
822,334,0.054248992
822,198,0.054251578
822,147,0.054251578
822,30,0.054251578
822,173,0.054254487
822,368,0.054254487
822,94,0.054254487
822,582,0.054256644
822,292,0.054256644
822,211,0.058290012
822,165,0.05829206
822,88,0.05829206
822,540,0.05829443
822,460,0.05829583
822,20,0.058298957
822,39,0.058301274
822,765,0.05830456
822,647,0.058308117
822,138,0.058308117
822,743,0.05831022
822,304,0.058311887
822,553,0.16734608
822,37,0.16734877
822,821,0.16735367
822,97,0.20738752
822,638,0.45382854
822,148,0.4538308
822,664,0.4538308
822,246,0.4538308
822,271,0.4538308
822,253,0.45383206
822,238,0.4538364
822,762,0.45384148
822,522,0.51074755
822,783,0.51075023
822,781,0.5107526
822,44,0.5107536
822,99,0.5444913
822,753,0.63624
822,152,0.63624233
822,536,0.6362448
822,732,0.6362448
822,314,0.6362457
822,784,0.6362477
822,877,0.6362477
822,370,0.63625014
822,2,0.7442853
822,555,0.7442874
822,887,0.74429345
822,554,0.7442953
822,742,0.8414341
822,381,0.8414385
822,110,0.8414426
822,833,0.84144616
822,168,0.84145194
822,914,0.84145945
822,230,0.86628336
822,40,0.86628884
822,799,0.8662899
822,615,0.8662929
822,263,0.8694173
822,904,0.8694268
822,68,0.92859364
822,123,0.9286204
822,591,0.9286204
822,336,0.9286204
822,133,0.9286204
822,175,0.9286204
822,195,0.9286204
822,472,0.9286204
822,82,0.92862046
822,180,0.92862046
822,191,0.92862046
822,738,0.9286233
822,80,0.9286251
689,895,0.00026786063
689,564,0.00027147017
689,289,0.00027152404
689,397,0.00027152404
689,336,0.00027152404
689,108,0.0002730325
689,202,0.0002730325
689,300,0.0002750797
689,273,0.0002750797
689,147,0.00027691142
689,706,0.00027691142
689,637,0.00027691142
689,95,0.00027691142
689,48,0.00027965897
689,301,0.00027965897
689,153,0.00027965897
689,85,0.00028149068
689,275,0.00028149068
689,406,0.00028149068
689,478,0.00028149068
689,27,0.00028149068
689,649,0.00028149068
689,53,0.00028283754
689,409,0.00028472312
689,444,0.00028472312
689,94,0.00028472312
689,18,0.000284777
689,420,0.000284777
689,220,0.00028666257
689,231,0.00028666257
689,170,0.00028666257
689,161,0.00028666257
689,46,0.0002880094
689,197,0.00028957176
689,182,0.00028957176
689,281,0.00028957176
689,106,0.00028957176
689,137,0.00029334292
689,31,0.00029334292
689,43,0.0002946359
689,14,0.0002960905
689,309,0.0002960905
689,430,0.00029759895
689,528,0.00029759895
689,337,0.00029759895
689,127,0.00029759895
689,505,0.00029905356
689,726,0.00029905356
689,290,0.00029905356
689,173,0.00029905356
689,777,0.00030077752
689,511,0.00030077752
689,326,0.00030077752
689,248,0.0003022321
689,488,0.0003022321
689,208,0.0003022321
689,759,0.00030341733
689,345,0.0003049258
689,556,0.0003049258
689,266,0.0003049258
689,296,0.0003049258
689,49,0.00030632652
689,240,0.00030632652
689,619,0.00030632652
689,526,0.00030761948
689,788,0.00030885858
689,324,0.00031015155
689,402,0.00031015155
689,439,0.00031015155
689,802,0.00031139064
689,192,0.0003114445
689,437,0.0003114445
689,375,0.0003114445
689,310,0.00031300687
689,440,0.00031300687
689,771,0.00031300687
689,19,0.00031306074
689,853,0.00031306074
689,541,0.00031473083
689,333,0.00031473083
689,24,0.00031473083
689,501,0.0003147847
689,502,0.0003147847
689,598,0.012472758
689,344,0.0124736205
689,346,0.012479708
689,176,0.012479708
689,761,0.012481162
689,610,0.01248822
689,404,0.01248822
689,79,0.012488274
689,632,0.012489729
689,185,0.012489729
689,643,0.012489729
689,25,0.012490644
689,298,0.012492045
689,910,0.012495008
689,75,0.012498887
689,234,0.012504113
689,291,0.012505783
689,662,0.012505783
689,215,0.012505783
689,392,0.012507453
689,416,0.012507453
689,7,0.012507453
689,61,0.0125091225
689,443,0.0125091225
689,389,0.0125091225
689,710,0.0125091225
689,184,0.012510631
689,481,0.012511978
689,552,0.012511978
689,12,0.012511978
689,883,0.012513325
689,665,0.012513325
689,183,0.012513325
689,815,0.012513325
689,342,0.012514618
689,697,0.012514618
689,852,0.012515803
689,196,0.012515803
689,684,0.012515803
689,673,0.012517204
689,60,0.012517204
689,924,0.012517204
689,835,0.0125189815
689,721,0.0125189815
689,854,0.0125189815
689,6,0.012520436
689,66,0.012520436
689,150,0.012520436
689,752,0.012521891
689,116,0.012521891
689,750,0.012521891
689,221,0.012521891
689,193,0.012522968
689,873,0.0125230225
689,857,0.012523992
689,293,0.012525501
689,135,0.01252744
689,34,0.012528786
689,242,0.012528786
689,588,0.01252884
689,126,0.012530134
689,3,0.012530134
689,52,0.012530834
689,89,0.08224484
689,519,0.08224678
18,271,0.0026708483
18,47,0.0026796297
18,136,0.0026796297
18,84,0.002686418
18,414,0.002686418
18,45,0.002686418
18,865,0.002686418
18,336,0.0026941218
18,149,0.0026941756
18,371,0.0026993474
18,172,0.0027069438
18,212,0.0027069438
18,26,0.002708937
18,72,0.0027113613
18,144,0.0027113613
18,254,0.002716641
18,583,0.002716641
18,475,0.002716641
18,740,0.0027192808
18,199,0.0027192808
18,621,0.0027234291
18,82,0.0027234291
18,508,0.0027234291
18,493,0.0027234291
18,11,0.002726069
18,380,0.002726069
18,491,0.002731187
18,343,0.002731187
18,233,0.002731187
18,495,0.002731187
18,287,0.002731187
18,48,0.002731187
18,262,0.0027343654
18,344,0.0027343654
18,450,0.0027343654
18,132,0.0027381366
18,844,0.0027381366
18,16,0.002740561
18,189,0.002740561
18,628,0.002740561
18,334,0.002740561
18,9,0.0027423927
18,687,0.0027441706
18,286,0.002748696
18,128,0.0027532214
18,747,0.0027532214
18,510,0.002755053
18,23,0.0027585549
18,168,0.0027585549
18,157,0.002760225
18,391,0.002760225
18,483,0.0027621104
18,468,0.0027621104
18,329,0.0030235064
18,845,0.0030250147
18,476,0.0030308869
18,630,0.0030345505
18,912,0.0030345505
18,217,0.0030361665
18,871,0.0030362206
18,206,0.003043224
18,218,0.003043224
18,421,0.003043224
18,519,0.0030464027
18,95,0.0030464027
18,32,0.0030464027
18,94,0.003048881
18,335,0.003048881
18,346,0.0030514668
18,207,0.0030515206
18,220,0.0030515206
18,497,0.0030544838
18,326,0.0030544838
18,226,0.003057339
18,19,0.003062026
18,402,0.0030663898
18,385,0.003070161
18,86,0.0030725314
18,297,0.0030725314
18,606,0.0030745247
18,743,0.0030745247
18,504,0.0030772185
18,396,0.0030772185
18,30,0.003079535
18,279,0.0030818516
18,192,0.0030818516
18,108,0.0030861076
18,259,0.0030861076
18,748,0.0030861076
18,83,0.003087616
18,436,0.003087616
18,695,0.0030900943
18,8,0.0030900943
18,88,0.0030918182
18,115,0.003093273
18,296,0.003096667
18,425,0.003096667
18,153,0.003096721
18,93,0.0030987142
18,252,0.05363257
18,152,0.11847946
18,131,0.61687714
18,472,0.61687714
18,56,0.61687887
18,253,0.61687887
18,44,0.6168877
18,246,0.61689025
18,762,0.616894
18,318,0.6169016
18,305,0.6169016
18,638,0.616932
18,664,0.6169508
18,419,0.61695087
18,140,0.61695087
18,111,0.61695796
18,896,0.61695796
18,150,0.61696124
18,78,0.61696666
18,381,0.61696666
18,440,0.61696666
18,18,0.6169685
18,74,0.6169685
18,619,0.61697435
18,244,0.61697435
18,284,0.61697435
18,807,0.61697435
18,12,0.61697817
18,81,0.61697924
18,91,0.61698115
18,559,0.61698264
18,692,0.6169873
18,449,0.6169873
18,49,0.6169873
18,789,0.6169897
18,735,0.6169897
18,534,0.6169897
18,195,0.6169912
18,698,0.61699677
18,114,0.61699677
18,87,0.61700785
18,234,0.61701405
18,58,0.6170196
18,390,0.61704826
18,763,0.6307824
18,800,0.6307824
18,123,0.64038515
18,148,0.66332215
18,312,0.66339976
18,20,0.66339976
18,347,0.66339976
18,670,0.66339976
18,904,0.66339976
18,579,0.6634022
18,932,0.6634022
18,785,0.6634022
18,509,0.8566756
18,536,0.8566872
18,572,0.8567012
18,463,0.85673064
18,831,0.8567353
18,438,0.8567353
18,251,0.8567353
18,7,0.8922715
18,533,0.8922742
18,453,0.9610821
621,218,0.0028407662
621,279,0.0028435139
621,92,0.0028435139
621,86,0.002845507
621,206,0.002845507
621,523,0.002845507
621,736,0.0028484704
621,4,0.0028506252
621,245,0.0028506252
621,328,0.002852511
621,226,0.0028548273
621,316,0.002856659
621,382,0.002856659
621,270,0.002856659
621,377,0.0028582753
621,461,0.0028619387
621,261,0.0028650095
621,335,0.0028668952
621,191,0.0028681343
621,234,0.002869535
621,489,0.002870828
621,43,0.0028744375
621,542,0.0028744375
621,396,0.0028744375
621,375,0.0028760536
621,574,0.0028761076
621,87,0.0028792322
621,224,0.002880687
621,582,0.0028820876
621,506,0.0028838653
621,41,0.0028838653
621,95,0.0028838653
621,487,0.002885697
621,512,0.002885697
621,227,0.002885697
621,186,0.002885697
621,701,0.0028870439
621,585,0.0028870439
621,273,0.0028895221
621,649,0.0028895221
621,170,0.0028906534
621,138,0.002893778
621,198,0.0028967413
621,465,0.0028967413
621,385,0.0028967413
621,399,0.0028967413
621,423,0.0028967413
621,106,0.0028986807
621,147,0.0028986807
621,460,0.0028986807
621,698,0.002901536
621,139,0.002901536
621,108,0.0029015897
621,441,0.0029015897
621,192,0.0029015897
621,670,0.0029015897
621,501,0.0029039064
621,354,0.0029039064
621,623,0.0029039064
621,278,0.0029039064
621,492,0.0029039602
621,235,0.0029084317
621,347,0.0029098326
621,811,0.0029116643
621,884,0.0029116643
621,782,0.0029116643
621,195,0.054286383
621,37,0.07234688
621,326,0.072352536
621,94,0.07236078
621,250,0.0724112
621,109,0.6265003
621,246,0.6265003
621,175,0.6265003
621,99,0.6265003
621,887,0.6265024
621,381,0.62650454
621,80,0.62650627
621,762,0.62650627
621,799,0.62650853
621,305,0.62650853
621,346,0.6265204
621,301,0.6265288
621,345,0.6265411
621,600,0.6265411
621,918,0.63297963
621,59,0.6330026
621,125,0.6330026
621,361,0.6330056
621,350,0.6330056
621,96,0.6330068
621,917,0.63300806
621,82,0.63300806
621,446,0.6330196
621,366,0.6330223
621,747,0.633024
621,912,0.6330248
621,914,0.63302577
621,485,0.63302827
621,731,0.6330317
621,453,0.65073454
621,2,0.7165897
621,288,0.7165938
621,509,0.72932327
621,638,0.7496598
581,394,0.0030252303
581,111,0.0030276545
581,767,0.003029594
581,860,0.0030327726
581,45,0.0030327726
581,54,0.0030352508
581,48,0.0030366515
581,180,0.0030366515
581,125,0.0030418772
581,366,0.0030418772
581,545,0.0030437089
581,336,0.0031412744
581,11,0.0031431061
581,64,0.0031431061
581,378,0.003156359
581,621,0.0031656255
581,72,0.0031992965
581,227,0.0033376983
581,219,0.0033376983
581,165,0.0033393684
581,271,0.06427852
581,1,0.06854813
150,885,0.003212334
150,48,0.003212334
150,286,0.003212388
150,199,0.00321492
150,336,0.003217883
150,125,0.003217883
150,748,0.003217883
150,59,0.003217883
150,189,0.0032192837
150,860,0.0032192837
150,741,0.0032192837
150,403,0.0032209537
150,171,0.0032231626
150,45,0.0032241861
150,548,0.0032251559
150,22,0.003227311
150,128,0.00322855
150,837,0.00322855
150,23,0.0032301662
150,96,0.0032301662
150,172,0.0032325366
150,491,0.003246544
150,262,0.0032493453
150,170,0.0032569414
150,387,0.0032569414
150,76,0.003258504
150,227,0.003260605
150,443,0.003260605
150,206,0.003260605
150,736,0.0032668004
150,277,0.0032721339
150,33,0.003272188
150,84,0.0032735886
150,368,0.0032735886
150,225,0.00327639
150,309,0.00327639
150,270,0.00327639
150,744,0.00327639
150,526,0.00327639
150,95,0.0032777367
150,83,0.0032777907
150,173,0.0032794068
150,207,0.0032794068
150,129,0.0032816697
150,377,0.0032816697
150,27,0.0032816697
150,94,0.003283178
150,519,0.003284417
150,186,0.0032858178
150,241,0.0032872725
150,119,0.0032872725
150,93,0.003288781
150,340,0.003288781
150,680,0.0032916362
150,35,0.0032916362
150,439,0.0032916362
150,190,0.0032916362
150,470,0.003293468
150,87,0.003293468
150,63,0.003293468
150,379,0.003293468
150,292,0.003293468
150,153,0.0032959462
150,692,0.0032959462
150,619,0.0032979394
150,591,0.0032979394
150,712,0.0032979394
150,20,0.0032979394
150,147,0.0032996095
150,643,0.0032996095
150,215,0.0032996095
150,224,0.003301118
150,29,0.0033027881
150,32,0.0033027881
150,502,0.0033039195
150,52,0.0033054817
150,444,0.0033072059
150,733,0.0033072059
150,245,0.0033072059
150,15,0.0033072059
150,234,0.0033084988
150,210,0.0033137784
150,24,0.0033137784
150,205,0.0033150713
150,211,0.0033255229
150,108,0.0033268158
150,53,0.0033282165
150,321,0.0033295096
150,396,0.0033295634
150,467,0.003342116
150,497,0.003343409
150,478,0.003343409
150,436,0.003344648
150,278,0.0033493352
150,541,0.0033505743
150,49,0.0033518134
150,498,0.0033531063
150,667,0.0033543992
150,106,0.0033554228
150,511,0.0033566619
150,423,0.003356716
150,486,0.0033589785
150,425,0.0033602715
150,231,0.0033620493
150,58,0.0033620493
150,317,0.0033635579
150,71,0.0033645276
150,127,0.0033667902
150,158,0.0033667902
150,7,0.0033695917
150,855,0.0033713155
150,543,0.0033735784
150,402,0.0033735784
150,356,0.0033746557
150,684,0.0033757333
150,31,0.0033778884
150,220,0.0033799894
150,301,0.003387424
150,685,0.0033906563
150,239,0.0033955588
150,525,0.0033974983
150,324,0.0034021314
150,406,0.0034021854
150,248,0.0034120982
150,57,0.0034197483
150,809,0.003425297
150,433,0.0034305768
150,50,0.00343354
150,552,0.0034636015
150,62,0.0034785783
150,666,0.0034785783
150,290,0.0034796558
150,148,0.11103361
150,11,0.11103361
150,923,0.111034475
150,89,0.11104422
150,330,0.16659836
150,240,0.16659954
150,297,0.1666016
150,453,0.1666016
150,137,0.529326
150,404,0.529327
150,503,0.529327
150,165,0.52932847
150,46,0.52932847
150,489,0.5293285
150,858,0.5293285
34,587,0.0033201354
34,89,0.003321644
34,152,0.003321644
34,47,0.0033230446
34,56,0.0033230446
34,136,0.0033230446
34,458,0.0033244994
34,311,0.0033244994
34,838,0.0033244994
34,258,0.0033244994
34,704,0.0033255767
34,171,0.0033270852
34,144,0.0033270852
34,229,0.0033270852
34,59,0.0033270852
34,48,0.0033282165
34,133,0.003329779
34,199,0.003329779
34,740,0.0033309103
34,132,0.0033325264
34,180,0.0033325264
34,96,0.0033325264
34,23,0.0033325264
34,22,0.0033325264
34,621,0.00333452
34,653,0.00333452
34,45,0.00333452
34,383,0.00333452
34,361,0.0033359744
34,195,0.0033359744
34,452,0.0033359744
34,114,0.0033373213
34,739,0.0033373213
34,9,0.0033373213
34,28,0.0033388836
34,419,0.0033388836
34,251,0.0033388836
34,81,0.0033388836
34,189,0.0033388836
34,400,0.0033388836
34,388,0.0033403381
34,149,0.0033403381
34,82,0.0033403381
34,172,0.0033414694
34,343,0.0033426548
34,334,0.0033426548
34,72,0.0033426548
34,286,0.0033441633
34,91,0.0033441633
34,446,0.0033441633
34,284,0.0033454024
34,287,0.0033454024
34,590,0.0033454024
34,349,0.0033466953
34,687,0.0033466953
34,631,0.0033479345
34,865,0.0033479345
34,412,0.0033479345
34,508,0.0033491196
34,640,0.0033491196
34,380,0.003350251
34,677,0.003350251
34,824,0.0033517056
34,222,0.0033517056
34,529,0.0033517056
34,350,0.0033517056
34,516,0.003352837
34,21,0.0033538605
34,845,0.003356123
34,329,0.003356123
34,187,0.0033581704
34,128,0.0033581704
34,142,0.0033593017
34,787,0.0033593017
34,476,0.0033606486
34,491,0.0033616722
34,262,0.003363881
34,829,0.003363881
34,471,0.003363881
34,157,0.0033650664
34,432,0.0033650664
34,217,0.0033663053
34,100,0.0033663053
34,560,0.003367329
34,764,0.0033685681
34,159,0.003371962
34,523,0.0033748173
34,186,0.0033748173
34,680,0.0033748173
34,645,0.0033748173
34,270,0.0033760564
34,316,0.0033777265
34,540,0.0033777265
34,599,0.0033777265
34,279,0.0033777265
34,226,0.0033795582
34,112,0.0033795582
34,236,0.0033795582
34,436,0.0033795582
34,650,0.0033795582
34,455,0.0033809592
34,194,0.0033809592
34,88,0.0033809592
34,191,0.0033825214
34,385,0.0033825214
34,514,0.0033825214
34,218,0.0033825752
34,358,0.0033841375
34,227,0.0033841375
34,272,0.0033841375
34,461,0.0033841375
34,15,0.0033841375
34,257,0.0033853767
34,300,0.0033853767
34,335,0.0033853767
34,654,0.003559066
34,569,0.003559066
34,313,0.0035605743
34,396,0.0035619212
34,647,0.0035619212
34,661,0.0035634835
34,660,0.0035634835
34,728,0.003564561
34,582,0.0035660695
34,345,0.0035660695
34,622,0.0035660695
34,53,0.0035673087
34,30,0.0035687094
34,576,0.0035697867
34,428,0.0035710258
34,182,0.0035710798
34,18,0.0035710798
34,74,0.003572642
34,3,0.003572642
34,420,0.0035738812
34,382,0.0035767364
34,8,0.0035767364
34,688,0.0035767364
34,267,0.0035767364
34,156,0.0035767904
34,454,0.0035767904
34,338,0.0035767904
34,58,0.0035779218
34,919,0.0035791069
34,231,0.0035791069
34,280,0.0035804
34,369,0.0035804
34,551,0.0035804
34,809,0.0035817467
34,303,0.0035817467
34,512,0.0035817467
34,115,0.0035817467
34,832,0.0035828243
34,86,0.0035840094
34,105,0.003585141
34,402,0.0035872958
34,695,0.0035883193
34,500,0.0035895584
34,337,0.0035895584
34,561,0.0035919289
34,525,0.0035919289
34,275,0.0035932218
34,480,0.0035952153
34,354,0.0035962926
34,827,0.0035985555
34,826,0.0035996868
34,103,0.0036048586
34,206,0.0036048586
34,43,0.0036048586
34,346,0.0036048586
34,368,0.0036048586
34,649,0.0036048586
34,87,0.003607229
34,234,0.003607229
34,211,0.003607229
34,215,0.003607229
34,268,0.0036087376
34,83,0.003611539
34,39,0.0036146636
34,511,0.0036146636
34,197,0.0036147176
34,794,0.0036160105
34,585,0.0036181654
34,12,0.0036182194
34,542,0.0036182194
34,362,0.0036182194
34,170,0.0036182194
34,304,0.0036194585
34,34,0.0036215056
34,793,0.0036215056
34,409,0.003623014
34,31,0.003623014
34,443,0.003623014
34,16,0.003623014
34,505,0.003623014
34,273,0.003624792
34,721,0.003624792
34,301,0.003624792
34,288,0.0036261387
34,260,0.0036261387
34,235,0.0036261387
34,639,0.003627324
34,196,0.0036302332
34,61,0.0036302332
34,326,0.0036302332
34,924,0.0036302332
34,488,0.0036302332
34,611,0.0036315261
34,607,0.0036315261
34,433,0.003632873
34,883,0.003632873
34,710,0.0036342198
34,51,0.0036353513
34,7,0.0036368058
34,308,0.0036379371
34,798,0.0036400922
34,761,0.0036400922
34,405,0.0036418699
34,673,0.0036418699
34,312,0.0036418699
34,559,0.003644887
34,94,0.003644887
34,377,0.003644887
34,207,0.003644887
34,292,0.0036467724
34,20,0.0036467724
34,42,0.0036468264
34,241,0.0036468264
34,220,0.0036468264
34,95,0.0036486043
34,153,0.0036486043
34,139,0.003648658
34,698,0.003648658
34,147,0.003648658
34,413,0.003648658
34,465,0.003648658
34,71,0.00365119
34,5,0.00365119
34,198,0.00365119
34,106,0.00365119
34,768,0.00365119
34,423,0.00365119
34,399,0.0036531296
34,670,0.0036531833
34,425,0.0036531833
34,408,0.0036531833
34,50,0.0036531833
34,923,0.0036531833
34,297,0.003654638
34,435,0.003654638
34,209,0.003654638
34,352,0.003654638
34,108,0.003654638
34,501,0.0036560926
34,347,0.0036560926
34,278,0.0036560926
34,441,0.0036575473
34,570,0.003659325
34,676,0.003659325
34,483,0.003659325
34,782,0.003659325
34,392,0.003659325
34,141,0.0036608875
34,134,0.0036608875
34,29,0.0036608875
34,201,0.0036608875
34,340,0.0036608875
34,474,0.0036608875
34,107,0.0036608875
34,373,0.0036624498
34,758,0.0036624498
34,205,0.0036624498
34,70,0.0036624498
34,57,0.0036624498
34,145,0.0036624498
34,317,0.0036624498
34,294,0.0036634733
34,395,0.003665305
34,117,0.003665305
34,920,0.003665305
34,869,0.0036664903
34,757,0.003667891
34,755,0.0036679448
34,706,0.0036703693
34,470,0.0036703693
34,46,0.0036703693
34,24,0.0036703693
34,208,0.0036720394
34,502,0.0036720394
34,324,0.0036720394
34,150,0.0036720394
34,290,0.0036720394
34,52,0.0036720394
34,397,0.0036740326
34,127,0.0036740326
34,404,0.0036740326
34,444,0.0036740326
34,610,0.0036740326
34,364,0.00367608
34,752,0.00367608
34,256,0.0036773728
34,722,0.0036773728
34,750,0.0036784504
34,185,0.0036809284
34,146,0.0036809284
34,221,0.0036809284
34,873,0.003682383
34,429,0.003682383
34,594,0.0036839992
34,25,0.0036854
34,135,0.0036897098
34,541,0.0038109259
34,478,0.0038137273
34,406,0.0038157746
34,701,0.003819815
34,33,0.003819815
34,765,0.003821108
34,434,0.003821108
34,330,0.0038247176
34,743,0.0038247176
34,790,0.0038260645
34,163,0.0038272496
34,656,0.0038283812
34,513,0.0038283812
34,669,0.00382962
34,612,0.00382962
34,822,0.00382962
34,17,0.0038311286
34,456,0.0038311286
34,188,0.0038311286
34,281,0.003833553
34,515,0.0038346304
34,190,0.0038367854
34,223,0.0038379168
34,616,0.0038400178
34,274,0.0038400178
34,138,0.0038607593
